yaw,row,coordinates,x轴夹角,y轴夹角,z轴夹角
1150,2500,"[-64.19, 55.37, -11.07]",41.33698910080908,49.63389128619884,82.56004653372315
1150,2550,"[-64.29, 55.66, -10.88]",41.4171166013174,49.515036457222315,82.70891750408806
1150,2600,"[-68.21, 61.94, -32.83]",45.78395177588126,50.70875586618398,70.38807793789209
1150,2650,"[-67.91, 61.84, -32.24]",45.76148929628237,50.55857474626872,70.65806819899898
1150,2700,"[-75.07, 70.56, -64.39]",51.83697751187245,54.49462788178446,57.9949490756327
1150,2750,"[-75.36, 70.76, -64.58]",51.80990493454028,54.51196258537581,58.005984656984666
1150,2800,"[-76.44, 73.01, -104.47]",59.04689122016769,60.576753143046396,45.336652234313455
1150,2850,"[-61.25, 61.15, -143.67]",68.58138283135685,68.6180728373332,31.0656641187895
1150,2900,"[-61.15, 61.35, -142.88]",68.53218703912785,68.45847340914611,31.22624936662713
1150,2950,"[-24.21, 31.75, -160.13]",81.56437121326911,78.90793435748418,14.000799475520244
1150,3000,"[-23.62, 31.65, -161.8]",81.8468612695868,79.04528148756731,13.716552144496971
1150,3050,"[-3.72, 16.37, -155.33]",88.63563795725962,83.98560159835972,6.168323969810756
1150,3100,"[1.18, 12.35, -151.9]",89.55638368320298,85.3520166115445,4.669198120705564
1150,3150,"[2.25, 11.66, -150.63]",89.1467735714407,85.57415436064447,4.507661173480535
1150,3200,"[5.78, 9.11, -147.2]",87.75565132859839,86.46128211171872,4.1919526390850566
1200,50,"[7.15, 8.62, -145.24]",87.18661184582459,86.60757601894494,4.409335935330413
1200,100,"[7.94, 6.37, -146.61]",86.90296052614343,87.51577890897586,3.9717824524527736
1200,150,"[7.94, 6.66, -147.0]",86.91141484463553,87.40969499437954,4.032625276985036
1200,200,"[11.76, 2.74, -151.8]",85.57084222861535,88.96900822945197,4.548035808522017
1200,250,"[11.86, 2.35, -151.51]",85.52462641458106,89.11409313955922,4.5625652242468595
1200,300,"[22.25, -8.72, -160.43]",82.11552176572593,86.9182506545556,8.472502938542654
1200,350,"[21.95, -8.72, -159.25]",82.16375812976534,86.89510029331026,8.436144555823528
1200,400,"[44.79, -33.52, -159.45]",74.62936918072157,78.55849609291788,19.333740444131088
1200,450,"[65.37, -55.17, -144.94]",67.14404168667943,70.86413472367904,30.54783679612044
